article_name,country,revision_id,article_quality,population
Nawabzada Syed Shams Haider,Pakistan,779957124,Stub,199047300.0
Rana Assad Amin,Pakistan,779957437,Stub,199047300.0
Saleem Ullah Khan Niazi Paikhel,Pakistan,779957741,Stub,199047300.0
Shabbir Hassan Ansari,Pakistan,779958411,Stub,199047300.0
Yousuf Ayub Khan,Pakistan,779959970,Start,199047300.0
Zahoor Hussain Khoso,Pakistan,779959986,Stub,199047300.0
Irshad Ahmed Haqqani,Pakistan,780332647,Start,199047300.0
Syed Yahya Shah,Pakistan,781018913,Start,199047300.0
Ch. Nazir Ahmed Jatt,Pakistan,781228095,Stub,199047300.0
Niat Qabool Hayat Kakakhel,Pakistan,781507785,C,199047300.0
Ahmed Hossain,Pakistan,782105424,C,199047300.0
Muhammad Saleem Bajawa,Pakistan,782332071,Stub,199047300.0
Makhdoom Altaf Ahmed,Pakistan,782491923,Start,199047300.0
Manuel Misquita,Pakistan,783282121,Stub,199047300.0
Nawabzada Gazanfar Ali Gul,Pakistan,783348142,Start,199047300.0
Haji Ghulam Rabbani,Pakistan,783565671,Stub,199047300.0
Zafar Ahmed Ansari,Pakistan,783575909,Stub,199047300.0
Abdullah Haroon,Pakistan,784263750,Start,199047300.0
Khair Bakhsh Marri,Pakistan,784589958,Start,199047300.0
Shuja Khanzada,Pakistan,785572704,GA,199047300.0
Chaudhry Afzal Haq,Pakistan,785608796,Stub,199047300.0
Fauzia Abbas,Pakistan,785878585,Start,199047300.0
Nawab Muhammad Khan Shahwani,Pakistan,785940873,Stub,199047300.0
Amna Buttar,Pakistan,785975832,Start,199047300.0
Qazi Abdul Majeed Abid,Pakistan,786440898,Start,199047300.0
Salahuddin Saeed Khan,Pakistan,786525585,Start,199047300.0
Julius Salik,Pakistan,786576132,Stub,199047300.0
Abdullah Qureshi,Pakistan,786906375,Stub,199047300.0
Mian Fareed Abbas Kathia,Pakistan,787181453,Stub,199047300.0
Template:Pakistan-poli-bio-book-stub,Pakistan,787356512,Stub,199047300.0
Abdul Latif Khalid Cheema,Pakistan,787398581,Start,199047300.0
Abdul Latif Ansari,Pakistan,787539057,Stub,199047300.0
Agha Shahbaz Khan Durrani,Pakistan,787545227,Stub,199047300.0
Mohammad Anwar Khan Durrani,Pakistan,787768492,Start,199047300.0
Mohammed Yahya,Pakistan,787787367,Start,199047300.0
Mian Khurshid Anwar,Pakistan,787818308,Start,199047300.0
Khan Abdul Bahram Khan,Pakistan,787847359,Stub,199047300.0
Fazil Rahu,Pakistan,787956172,Start,199047300.0
Muhammad Khan Hoti,Pakistan,787961456,Stub,199047300.0
Shaukat Ullah,Pakistan,787963880,Stub,199047300.0
Aizaz Ahmad Chaudhry,Pakistan,788004672,Start,199047300.0
Farhat Mohammad Khan,Pakistan,788133161,Stub,199047300.0
Jamila Gallani,Pakistan,788309755,Stub,199047300.0
Khurshid Begum Saeed,Pakistan,788309771,Stub,199047300.0
Asma Arbab Alamgir,Pakistan,788309778,Stub,199047300.0
Farzana Mushtaq Ghani,Pakistan,788309798,Stub,199047300.0
Shireen Arshad Khan,Pakistan,788309813,Stub,199047300.0
Tasneem Siddiqui,Pakistan,788309965,Stub,199047300.0
Nisar Tanveer,Pakistan,788309975,Stub,199047300.0
Rukhsana Jamshed Buttar,Pakistan,788310015,Stub,199047300.0
Shaheen Ashfaq,Pakistan,788310022,Stub,199047300.0
Rukhsana Bangash,Pakistan,788310025,Stub,199047300.0
Fakhar-un-Nisa,Pakistan,788310041,Stub,199047300.0
Fouzia Habib,Pakistan,788310048,Stub,199047300.0
Shakeela Khanam Rashid,Pakistan,788310050,Stub,199047300.0
Samina Mushtaq,Pakistan,788310061,Stub,199047300.0
Nasim Akhtar Chaudhry,Pakistan,788310069,Stub,199047300.0
Nosheen Saeed,Pakistan,788310080,Stub,199047300.0
Munira Shakir,Pakistan,788310269,Stub,199047300.0
Rubina Saadat Qaim Khani,Pakistan,788310272,Stub,199047300.0
Nahid Shahid Ali,Pakistan,788310281,Stub,199047300.0
Shagufta Sadiq,Pakistan,788310294,Stub,199047300.0
Fiza Junejo,Pakistan,788310300,Stub,199047300.0
Khatu Mal Jeewan,Pakistan,788310380,Stub,199047300.0
Mahesh Kumar,Pakistan,788310383,Stub,199047300.0
Reena Kumari (politician),Pakistan,788310584,Stub,199047300.0
Farhat Khan (politician),Pakistan,788310617,Stub,199047300.0
Chaudry Tussadiq Masud Khan,Pakistan,788314460,Stub,199047300.0
Sheikh Tariq Rashid,Pakistan,788314829,Stub,199047300.0
Mehreen Anwar Raja,Pakistan,788316118,Stub,199047300.0
Imrana Saeed Jamil,Pakistan,788421207,Stub,199047300.0
Imtiaz Sultan Bukhari,Pakistan,788421407,Stub,199047300.0
Qudsia Arshad,Pakistan,788421652,Stub,199047300.0
Tufail Ahmad Khan (politician),Pakistan,788452234,Stub,199047300.0
Ijaz Shah,Pakistan,788486140,C,199047300.0
Yousaf Aziz Magsi,Pakistan,788668975,Start,199047300.0
Mehdi Shah,Pakistan,788685121,Stub,199047300.0
Amir Habibullah Khan Saadi,Pakistan,788881154,C,199047300.0
Abdul Majeed Khan Achakzai,Pakistan,788913763,Start,199047300.0
Tach Sharakat,Pakistan,788931494,Start,199047300.0
Ahmed Ali Kohzad,Pakistan,789277725,Stub,199047300.0
Iqbal Mohammad Ali,Pakistan,789277840,Stub,199047300.0
Shahnaz Wazir Ali,Pakistan,789277902,Start,199047300.0
Shagufta Anwar,Pakistan,789277950,Stub,199047300.0
Begum Ishrat Ashraf,Pakistan,789277980,Stub,199047300.0
Sabir Ali Baloch,Pakistan,789278135,Stub,199047300.0
Abdul Nabi Bangash,Pakistan,789278146,Start,199047300.0
Bahadur Khan Bangulzai,Pakistan,789278154,Stub,199047300.0
Saima Akhtar Bharwana,Pakistan,789278185,Stub,199047300.0
Ilyas Chinioti,Pakistan,789278683,Stub,199047300.0
Azeem Daultana,Pakistan,789278734,Stub,199047300.0
Shahzad Elahi,Pakistan,789278798,Start,199047300.0
Sharmila Farooqi,Pakistan,789278830,Start,199047300.0
Babar Khan Ghauri,Pakistan,789278866,Stub,199047300.0
Syed Ghawas,Pakistan,789278871,Stub,199047300.0
Haji Syed Hussain Hazara,Pakistan,789279408,Stub,199047300.0
Abdul Halim Khan,Pakistan,789279416,Stub,199047300.0
Nawabzada Abdul Ghafoor Khan Hoti,Pakistan,789279536,Stub,199047300.0
Farahnaz Ispahani,Pakistan,789279684,Start,199047300.0
Iqbal Khan Jadoon,Pakistan,789279687,Stub,199047300.0
Nasreen Jalil,Pakistan,789279708,Start,199047300.0
Jan Mohammad Jamali,Pakistan,789279731,Stub,199047300.0
Fazal Ali Shah,Pakistan,789281092,Stub,199047300.0
Muhammad Sarwar Khan,Pakistan,789281142,Start,199047300.0
Khalil Tahir Sandhu,Pakistan,789281198,Stub,199047300.0
Arbab Alamgir Khan,Pakistan,789281286,Stub,199047300.0
Chaudhry Ali Akbar Khan,Pakistan,789281328,Stub,199047300.0
Khurshid Ali Khan,Pakistan,789281409,Stub,199047300.0
Qurban Ali Khan,Pakistan,789281571,Stub,199047300.0
Rashid Akbar Khan,Pakistan,789281609,Stub,199047300.0
Saeed Akbar Khan,Pakistan,789281622,Stub,199047300.0
Sangeen Wali Khan,Pakistan,789281637,Stub,199047300.0
Sardar Muhammad Yusuf Khan,Pakistan,789281650,Stub,199047300.0
Sahibzada Mohammad Khurshid,Pakistan,789282295,Start,199047300.0
Hajiani Lanjo,Pakistan,789282348,Start,199047300.0
Ali Muhammad Khan Mahar,Pakistan,789283200,Stub,199047300.0
Shirala Mallick,Pakistan,789283262,Stub,199047300.0
Najeeb Ahmed,Pakistan,789284069,Start,199047300.0
Sher Afgan Niazi,Pakistan,789284154,Start,199047300.0
Anwar Ali Noon,Pakistan,789284178,Stub,199047300.0
Khuda Bux Rajar,Pakistan,789284355,Stub,199047300.0
Khalilur Rehman (governor),Pakistan,789284445,Stub,199047300.0
Nasim Ur Rehman,Pakistan,789284452,Start,199047300.0
Saeeda Iqbal,Pakistan,789284669,Stub,199047300.0
Shah Muhammad Khan,Pakistan,789284757,Start,199047300.0
Karam Ali Shah,Pakistan,789284784,Stub,199047300.0
Syed Nasir Ali Shah,Pakistan,789284849,Stub,199047300.0
Syed Usman Ali Shah,Pakistan,789284862,Stub,199047300.0
Muhammad Shoaib,Pakistan,789285014,Stub,199047300.0
Saqlain Anwar Sipra,Pakistan,789285060,Stub,199047300.0
Suhail Anwar Sial,Pakistan,789285119,Stub,199047300.0
Syed Kazim Hussain Shah,Pakistan,789285259,Stub,199047300.0
Saqib Idrees Taj,Pakistan,789285351,Stub,199047300.0
Rana Zahid Tauseef,Pakistan,789285700,Stub,199047300.0
Iqbal Tikka,Pakistan,789285705,Start,199047300.0
N M Uqaili,Pakistan,789285726,Stub,199047300.0
Arshad Vohra,Pakistan,789285739,Stub,199047300.0
Fauzia Wahab,Pakistan,789285753,C,199047300.0
Hameeda Waheeduddin,Pakistan,789285762,Stub,199047300.0
Hussain Ali Yousafi,Pakistan,789285855,Start,199047300.0
Nisar Memon,Pakistan,789286073,Start,199047300.0
Abdul Ghafoor Khan Mayo,Pakistan,789286129,Stub,199047300.0
Sana Ullah Khan,Pakistan,789286144,Start,199047300.0
Akhtar Ali Ghulam Kazi (former governor of sindh),Pakistan,789287267,Stub,199047300.0
Minocher Bhandara,Pakistan,789287283,Start,199047300.0
Fazlullah MPA,Pakistan,789287917,Stub,199047300.0
Mohabat Khan Marri,Pakistan,789287981,Start,199047300.0
Mir Nooruddin Mengal,Pakistan,789288000,GA,199047300.0
Zari Sarfaraz,Pakistan,789288060,Start,199047300.0
Rahim Bux Soomro,Pakistan,789288071,Stub,199047300.0
Raja Muhammad Zulqarnain Khan,Pakistan,789288211,Stub,199047300.0
Wahid Bakhsh Bhayo (politician),Pakistan,789486890,Stub,199047300.0
Abdul Hakeem Khan,Pakistan,789612188,Stub,199047300.0
Mian Muhammad Afzal Hayat,Pakistan,789826945,Stub,199047300.0
Palwasha Khan,Pakistan,789838419,Stub,199047300.0
Nelson Azeem,Pakistan,789840210,Stub,199047300.0
Asadullah Bhutto,Pakistan,789880130,Stub,199047300.0
Assad Murtaza Gilani,Pakistan,789969038,Stub,199047300.0
Mushtaq Ahmed Gurmani,Pakistan,790040110,Stub,199047300.0
Abdul Jalil Memon,Pakistan,790112701,Start,199047300.0
Abdul Sattar Khan Niazi,Pakistan,790113464,Stub,199047300.0
Amir Gulistan Janjua,Pakistan,790222582,Start,199047300.0
Asfand Yar Khan Kakar,Pakistan,790270038,Stub,199047300.0
Ayatullah Durrani,Pakistan,790283906,Start,199047300.0
Malik Naeem Khan Awan,Pakistan,790289238,Stub,199047300.0
Aziz Aslam Shaikh,Pakistan,790314225,Stub,199047300.0
Bahram Khan family,Pakistan,790319688,Start,199047300.0
Jennifer Musa,Pakistan,790486318,Start,199047300.0
Talal Akbar Bugti,Pakistan,790578819,Stub,199047300.0
Ashraf Abbasi,Pakistan,790679877,Start,199047300.0
Nawabzada Malik Amad Khan,Pakistan,790688591,Start,199047300.0
Syed Babar Ali,Pakistan,790751866,Start,199047300.0
Abdul Kadir Shaikh,Pakistan,790762935,Stub,199047300.0
Rahila Durrani,Pakistan,790887872,Stub,199047300.0
Farid Khan (politician),Pakistan,790945751,Start,199047300.0
Khan Habibullah Khan,Pakistan,791018678,Start,199047300.0
Dodo Maheri,Pakistan,791261128,Start,199047300.0
Asif Bashir Bhagat,Pakistan,791289920,Stub,199047300.0
Masood Abbas,Pakistan,791438905,Stub,199047300.0
Laiq Muhammad Khan,Pakistan,791438943,Stub,199047300.0
Himayat Ullah Mayar,Pakistan,791439336,Stub,199047300.0
Mufti Ajmal Khan,Pakistan,791439820,Stub,199047300.0
Mehboob Ullah Jan,Pakistan,791440148,Stub,199047300.0
Mohammad Qasim,Pakistan,791440156,Stub,199047300.0
Muhammad Nawaz Allai,Pakistan,791441465,Stub,199047300.0
Raja Habib ur Rahman Khan,Pakistan,791454294,C,199047300.0
Fazaldad Wahla,Pakistan,791455279,Stub,199047300.0
Muhammad Tariq Khattak,Pakistan,791472640,Stub,199047300.0
Muzafer-ul-Mulk,Pakistan,791474559,Stub,199047300.0
Pervaiz Khan,Pakistan,791474988,Stub,199047300.0
Dilawar Shah,Pakistan,791476189,Stub,199047300.0
Alla-ud-Din,Pakistan,791477646,Stub,199047300.0
Haider Ali Shah,Pakistan,791478358,Stub,199047300.0
Lal Muhammad Khan,Pakistan,791482245,Stub,199047300.0
Munir Khan Orakzai,Pakistan,791503669,Stub,199047300.0
Mohammad Kamran Khan,Pakistan,791582291,Stub,199047300.0
Hameed Ullah Jan Afridi,Pakistan,791589709,Stub,199047300.0
Zafar Beg Bhittani,Pakistan,791592384,Stub,199047300.0
Malik Shakeel Awan,Pakistan,791644363,Stub,199047300.0
Raja Muhammad Asad Khan,Pakistan,791655504,Stub,199047300.0
Raja Muhammad Safdar Khan,Pakistan,791655802,Stub,199047300.0
Nadeem Afzal Gondal,Pakistan,791664511,Stub,199047300.0
Rana Muhammad Farooq Saeed Khan,Pakistan,791682507,Stub,199047300.0
Fozia Behram,Pakistan,791795500,Stub,199047300.0
Khan Abdul Jabbar Khan,Pakistan,791881599,C,199047300.0
Mir Thebo,Pakistan,791937926,Start,199047300.0
Haidar Abbas Rizvi,Pakistan,791947558,Stub,199047300.0
Mian Muhibullah Kakakhel,Pakistan,792155040,C,199047300.0
Ibn Abdur Rehman,Pakistan,792201705,Start,199047300.0
Raja Riaz Ahmad Khan,Pakistan,792287366,Stub,199047300.0
Muhammad Ijaz Virk,Pakistan,792401241,Stub,199047300.0
Sahabzada Muhammad Mehboob Sultan,Pakistan,792401682,Stub,199047300.0
Farkhanda Amjad,Pakistan,792402145,Stub,199047300.0
Zahra Shahid Hussain,Pakistan,792407868,Start,199047300.0
Rana Mohammad Hanif Khan,Pakistan,792411780,Stub,199047300.0
Muhammad Hanif Malik,Pakistan,792425514,Stub,199047300.0
Sahabzada Syed Murtaza Amin,Pakistan,792426156,Stub,199047300.0
Sumaira Yasir Rasheed,Pakistan,792427685,Stub,199047300.0
Nawab Zada Wali Muhammad Khan,Pakistan,792439958,Stub,199047300.0
Muhammad Tariq Anis,Pakistan,792563282,Stub,199047300.0
Mian Marghoob Ahmad,Pakistan,792563890,Stub,199047300.0
Omer Sohail Zia Butt,Pakistan,792564566,Stub,199047300.0
Saeed Ahmed Zafar,Pakistan,792579079,Stub,199047300.0
Sardar Talib Hassan Nakai,Pakistan,792579476,Stub,199047300.0
Rai Ghulam Mujtaba Kharral,Pakistan,792580420,Stub,199047300.0
Sajjad-ul-Hassan,Pakistan,792581000,Stub,199047300.0
Khuram Jehangir Wattoo,Pakistan,792583917,Stub,199047300.0
Syed Ali Musa Gillani,Pakistan,792584290,Stub,199047300.0
Miangul Asfandyar Amir Zeb,Pakistan,792633464,Start,199047300.0
Qamar Zaman Khan,Pakistan,792692158,Start,199047300.0
Mian Muhammad Azhar,Pakistan,792717199,Start,199047300.0
Malik Karamat Khokhar,Pakistan,792717790,Stub,199047300.0
Tasneem Noorani,Pakistan,792722298,Stub,199047300.0
Jafar Khan Jamali,Pakistan,792796764,Stub,199047300.0
Abdul Wahab Khan,Pakistan,792874629,Stub,199047300.0
Zafar Hilaly,Pakistan,792935269,Stub,199047300.0
Raja Ashfaq Sarwar,Pakistan,793024534,C,199047300.0
Ali Haider Gillani,Pakistan,793096074,Stub,199047300.0
Farzana Bari,Pakistan,793232084,Start,199047300.0
Malik Jamroz Khan,Pakistan,793307115,Stub,199047300.0
Abdul Latif Yousafzai,Pakistan,793523629,Stub,199047300.0
Rana Abdul Sattar,Pakistan,793548866,Stub,199047300.0
Riaz Hussain (politician),Pakistan,793656364,Start,199047300.0
Bashir Ahmad Bilour,Pakistan,793674409,Start,199047300.0
Maula Bakhsh Chandio,Pakistan,793833263,Start,199047300.0
Yasmeen Rehman,Pakistan,793836391,Stub,199047300.0
Nisar Fatima,Pakistan,793841446,Stub,199047300.0
Raza Haider,Pakistan,793885842,Stub,199047300.0
Syed Manzar Imam,Pakistan,793885917,Stub,199047300.0
Interior Minister of Pakistan,Pakistan,794064343,Stub,199047300.0
Kishan Chand Parwani,Pakistan,794080871,Stub,199047300.0
Manwer Lal,Pakistan,794081192,Stub,199047300.0
Noor Alam Khan,Pakistan,794109925,Start,199047300.0
Krishan Bheel,Pakistan,794137357,Stub,199047300.0
Anwar Saifullah Khan,Pakistan,794405204,Start,199047300.0
Jam Ali Akbar,Pakistan,794597858,Stub,199047300.0
Mir Ghazanfar Ali Khan,Pakistan,794638097,Stub,199047300.0
Javed Iqbal Warraich,Pakistan,794670353,Stub,199047300.0
Mian Abdul Sattar,Pakistan,794670532,Stub,199047300.0
Khadija Aamir Yar Malik,Pakistan,794670626,Stub,199047300.0
Muhammad Mohsin Ali Qureshi,Pakistan,794670756,Stub,199047300.0
Dost Muhammad Mazari,Pakistan,794670761,Stub,199047300.0
Muhammad Saif-ud-Din Khosa,Pakistan,794670775,Stub,199047300.0
Mehmood Hayat Khan,Pakistan,794670793,Stub,199047300.0
Natasha Daultana,Pakistan,794670802,Stub,199047300.0
Muhammad Salman Mohsin Gillani,Pakistan,794670922,Stub,199047300.0
Nauman Ahmad Langrial,Pakistan,794670934,Stub,199047300.0
Ghulam Farid Kathia,Pakistan,794670958,Stub,199047300.0
Muhammad Akhtar Khan Kanju,Pakistan,794670980,Stub,199047300.0
Liaqat Ali Khan (politician),Pakistan,794670999,Stub,199047300.0
Shahid Hussain Bhutto,Pakistan,794672496,Stub,199047300.0
Hafiz Hamdullah,Pakistan,794674592,Start,199047300.0
Gul Muhammad Khan Jakhrani,Pakistan,794676370,Stub,199047300.0
Salahuddin (politician),Pakistan,794676940,Stub,199047300.0
Noor-ul-Haq Qadri,Pakistan,794677962,Stub,199047300.0
Hamid Yar Hiraj,Pakistan,794682753,Stub,199047300.0
Ashraf Mahmood Wathra,Pakistan,794744256,Start,199047300.0
Abdul Akbar Khan,Pakistan,794822412,Start,199047300.0
Syed Mumtaz Alam Gillani,Pakistan,794834928,C,199047300.0
Shah Turabul Haq Qadri,Pakistan,794835592,Stub,199047300.0
Sardar Muqeem Khoso,Pakistan,794838169,Stub,199047300.0
Ahmed Saeed Awan,Pakistan,794838252,Stub,199047300.0
Nawab Muhammad Ayaz Khan Jogezai,Pakistan,794839946,Stub,199047300.0
Syed Zafar Ali Shah (senator),Pakistan,794840345,Stub,199047300.0
Ghazala Saad Rafique,Pakistan,794850993,Stub,199047300.0
Amir Azam Khan (politician),Pakistan,794910035,B,199047300.0
Michael Javaid,Pakistan,794988929,Stub,199047300.0
Ghulam Ali Nizamani,Pakistan,794989795,Stub,199047300.0
Ghulam Hyder Samejo,Pakistan,794991414,Stub,199047300.0
Shamshad Sattar Bachani,Pakistan,795013335,Stub,199047300.0
Ubaidur Rahman Zia,Pakistan,795054455,Stub,199047300.0
Muhammad Jadam Mangrio,Pakistan,795130800,Stub,199047300.0
Talat Mahesar,Pakistan,795130821,Stub,199047300.0
Muhammad Ayub Sheikh,Pakistan,795133069,Stub,199047300.0
Sher Muhammad Baloch,Pakistan,795134403,Stub,199047300.0
Sardar Mohammad Umar Gorgage,Pakistan,795135525,Stub,199047300.0
Haji Roz-ud-Din,Pakistan,795136367,Stub,199047300.0
Maulvi Asmatullah,Pakistan,795136637,Stub,199047300.0
Mir Ahmadan Khan Bugti,Pakistan,795136867,Stub,199047300.0
Mir Changez Khan Jamali,Pakistan,795137035,Stub,199047300.0
Mir Humayun Aziz Kurd,Pakistan,795137457,Stub,199047300.0
Mohammad Usman (politician),Pakistan,795137776,Stub,199047300.0
Yaqoob Bizanjo,Pakistan,795137963,Stub,199047300.0
Omar Asghar Khan,Pakistan,795161826,C,199047300.0
Kausar Niazi,Pakistan,795161994,Start,199047300.0
Elahi Bux Soomro,Pakistan,795162568,Start,199047300.0
Rana Abdul Rauf,Pakistan,795276745,Stub,199047300.0
Shaikh Din Muhammad,Pakistan,795296624,Stub,199047300.0
Javed Jabbar,Pakistan,795299266,Start,199047300.0
Maulana Bashir Ahmad Sialvi,Pakistan,795301590,Start,199047300.0
Liaqat Baloch,Pakistan,795444355,Start,199047300.0
Mohammad Ibrahim Khan Jhagra,Pakistan,795445379,Start,199047300.0
Naz Baloch,Pakistan,795479606,Stub,199047300.0
Fraz Wahlah,Pakistan,795588781,Start,199047300.0
Bushra Gohar,Pakistan,795863992,Start,199047300.0
Anwar Aziz Chaudhry,Pakistan,795976867,Stub,199047300.0
Iftikhar Hussain Shah,Pakistan,796127417,Start,199047300.0
Rubina Shaheen,Pakistan,796128725,Stub,199047300.0
Mir Rasool Bux Talpur,Pakistan,796210750,Stub,199047300.0
Abida Hussain,Pakistan,796281540,C,199047300.0
Khwaja Qamar ul Din Sialvi,Pakistan,796316447,C,199047300.0
Shahjahan Yousuf,Pakistan,796341089,Stub,199047300.0
Rana Mahmood-ul-Hassan,Pakistan,796444231,Stub,199047300.0
Shahal Khan Khoso,Pakistan,796506233,C,199047300.0
Uzma Qadri,Pakistan,796514475,Stub,199047300.0
Syed Salim Raza,Pakistan,796560137,Start,199047300.0
Maulvi Tamizuddin Khan,Pakistan,796636243,Start,199047300.0
Moonis Elahi,Pakistan,796638729,Start,199047300.0
Faisal Karim Kundi,Pakistan,796651170,Start,199047300.0
Sardar Fateh Muhammad Muhammad Hassani,Pakistan,796828148,Stub,199047300.0
Samina Khalid Ghurki,Pakistan,796849002,Start,199047300.0
Iftikhar Khan Jhagra,Pakistan,796854114,Stub,199047300.0
Rana Iqbal Ahmad Khan,Pakistan,796856494,C,199047300.0
Ehsan-ul-Haq Piracha,Pakistan,796857427,Start,199047300.0
Qamar Zaman Shah,Pakistan,796857902,Stub,199047300.0
Raes Jamil Bhurgari,Pakistan,796857925,Stub,199047300.0
Basit Jehangir Sheikh,Pakistan,796862062,C,199047300.0
Muhammad Afzal Sindhu,Pakistan,796862138,Start,199047300.0
Kashmala Tariq,Pakistan,796863014,Start,199047300.0
Manzoor Wassan,Pakistan,796863065,Stub,199047300.0
Zainul Abideen,Pakistan,796863249,Stub,199047300.0
Syed Zafar Ali Shah,Pakistan,796864288,Start,199047300.0
M. Nawaz Khokhar,Pakistan,796864878,Stub,199047300.0
Sadia Abbasi,Pakistan,796881246,Stub,199047300.0
Abdul Gani (soldier),Pakistan,796887494,Start,199047300.0
Malik Nawab Sher Waseer,Pakistan,796909949,Stub,199047300.0
Basma Riaz Choudhry,Pakistan,796952884,Stub,199047300.0
Shehla Raza,Pakistan,796990025,Start,199047300.0
Malak Azmat Khan,Pakistan,797017980,Stub,199047300.0
Sardar Bahadur Ahmed Khan,Pakistan,797030894,Stub,199047300.0
Abdul Hamid Khan (politician),Pakistan,797035244,Stub,199047300.0
Abu Hussain Sarkar,Pakistan,797100120,Start,199047300.0
Khalid Mehmood Soomro,Pakistan,797179978,Start,199047300.0
Amjad Ali (civil servant),Pakistan,797318770,Start,199047300.0
Hayat Sherpao,Pakistan,797340602,C,199047300.0
Syed Munir Hussain Gilani,Pakistan,797498448,Start,199047300.0
Rana Muhammad Afzal,Pakistan,797516710,Start,199047300.0
Sassui Palijo,Pakistan,797551614,Start,199047300.0
Tanzila Aamir Cheema,Pakistan,797554934,Stub,199047300.0
Nazir Ahmed Khan (politician),Pakistan,797572336,Start,199047300.0
Nadeem Ehsan,Pakistan,797623209,Stub,199047300.0
Chaudhry Mumtaz Ahmed Kahloon,Pakistan,797646946,Stub,199047300.0
Sajid Qureshi,Pakistan,797747980,Stub,199047300.0
Ghulam Qadir Khan,Pakistan,797752848,Stub,199047300.0
Zulfiqar Halepoto,Pakistan,797761741,C,199047300.0
Haji Omar,Pakistan,797802929,Stub,199047300.0
Syed Ata-ul-Muhaimin Bukhari,Pakistan,797809216,Stub,199047300.0
Yahya Bakhtiar,Pakistan,797984136,Start,199047300.0
Miangul Adnan Aurangzeb,Pakistan,797986452,Start,199047300.0
Mohammad Abbas Abbasi (governor),Pakistan,798085455,Stub,199047300.0
Abdul Malik Baloch,Pakistan,798152161,C,199047300.0
Osman Saifullah,Pakistan,798234928,Start,199047300.0
Muhammad Ali (politician),Pakistan,798276380,Start,199047300.0
Athar Ali (politician),Pakistan,798330441,Stub,199047300.0
Mufti Muhammad Abbas,Pakistan,798532002,Stub,199047300.0
Arbab Jehangir Khan,Pakistan,798532524,Stub,199047300.0
Rajinder Kaur Bhattal,Pakistan,798591757,C,199047300.0
Abdul Ghafoor Khan Durrani,Pakistan,798867756,Start,199047300.0
Malik Zahoor Ahmad,Pakistan,798874500,Stub,199047300.0
Afaq Ahmed,Pakistan,798893538,Stub,199047300.0
Zardari family,Pakistan,798978992,Start,199047300.0
Jalil Abbas Jilani,Pakistan,798993371,Start,199047300.0
Mohammed Sadiq (diplomat),Pakistan,799035386,Stub,199047300.0
Sanaullah Baloch,Pakistan,799053388,Start,199047300.0
Inamul Haque Khan,Pakistan,799057027,C,199047300.0
Ali Haider Noor Khan Niazi,Pakistan,799065755,Stub,199047300.0
Habib Jalib Baloch,Pakistan,799109420,Stub,199047300.0
Meera (actress),Pakistan,799245998,C,199047300.0
Nilofar Bakhtiar,Pakistan,799283750,Start,199047300.0
Janbaz Mirza,Pakistan,799439419,Stub,199047300.0
Mufti Jafar Hussain,Pakistan,799441237,Start,199047300.0
Arif Hussain Hussaini,Pakistan,799441364,Start,199047300.0
Jahangir Khanzada,Pakistan,799488091,Start,199047300.0
Makhdoom Shahabuddin,Pakistan,799536435,Start,199047300.0
Aamer Sohail,Pakistan,799597928,C,199047300.0
Abdul Ghafoor Bhurgri,Pakistan,799598389,C,199047300.0
Ataullah Mengal,Pakistan,799625653,C,199047300.0
Zubaida Jalal Khan,Pakistan,799677219,C,199047300.0
Ghulam Mohammed Baloch,Pakistan,799709406,Start,199047300.0
Miran Mohammad Shah,Pakistan,799815864,C,199047300.0
Raja Muhammad Akbar Khan,Pakistan,799880073,Stub,199047300.0
Arbab Sikandar Khan,Pakistan,799909023,Stub,199047300.0
Phool Muhammad Khan,Pakistan,799973643,Start,199047300.0
Wajih uz Zaman Khan,Pakistan,800052317,Start,199047300.0
Shahnawaz Bhutto,Pakistan,800128166,Start,199047300.0
Sher Mohammad Marri,Pakistan,800143157,Start,199047300.0
Ali Muhammad Khan,Pakistan,800147556,Start,199047300.0
Usman Khan Tarrakai,Pakistan,800147571,Stub,199047300.0
Aqibullah,Pakistan,800147572,Start,199047300.0
Nasir Khan Khattak,Pakistan,800147624,Start,199047300.0
Khayal Zaman Orakzai,Pakistan,800147634,Stub,199047300.0
Muhammad Azhar Jadoon,Pakistan,800147651,Start,199047300.0
Murtaza Javed Abbasi,Pakistan,800147817,Start,199047300.0
Babar Nawaz Khan,Pakistan,800147819,Stub,199047300.0
Sar Zamin Khan,Pakistan,800147868,Start,199047300.0
Junaid Akbar,Pakistan,800148116,Stub,199047300.0
Amirullah Marwat,Pakistan,800148145,Stub,199047300.0
Ibad Ullah,Pakistan,800148188,Start,199047300.0
Sahabzada Tariq Ullah,Pakistan,800148219,Stub,199047300.0
Bilal Rehman,Pakistan,800148527,Stub,199047300.0
Sajid Hussain,Pakistan,800148536,Start,199047300.0
Muhammad Nazeer Khan,Pakistan,800148579,Stub,199047300.0
Bismillah Khan (politician),Pakistan,800148629,Stub,199047300.0
Qaiser Jamal,Pakistan,800148681,Start,199047300.0
Sardar Mumtaz Khan,Pakistan,800252586,Start,199047300.0
Chaudhry Khadim Hussain,Pakistan,800252590,Stub,199047300.0
Sardar Shafqat Hayat Khan,Pakistan,800252660,Stub,199047300.0
Uzair Khan,Pakistan,800252670,Start,199047300.0
Obaidullah Shadikhel,Pakistan,800252725,Stub,199047300.0
