country,page,last_edit
Japan,Tomoya Hosoda,802074019
Japan,Empress Genmei,806161668
Japan,Empress Genshō,799306947
Japan,Empress Go-Sakuramachi,776743826
Japan,Empress Jingū,786901750
Japan,Empress Jitō,791916774
Japan,Empress Kōgyoku,778648326
Japan,Empress Kōken,779050286
Japan,Empress Meishō,724807659
Japan,Empress Suiko,756822885
Japan,Suishō,799573515
Japan,List of shoguns,795824925
Japan,Shōgun,757563813
Japan,Chinjufu Shogun,786593497
Japan,Minamoto no Yoshinaka,790621804
Japan,Prince Moriyoshi,798875923
Japan,Prince Narinaga,804337120
Japan,Ōtomo no Otomaro,785920290
Japan,Ōtomo no Yakamochi,788485534
Japan,Sakanoue no Tamuramaro,756715775
Japan,Jiro Akama,799166795
Japan,Tarō Asō,762722684
Japan,Hiroshi Hase,791739965
Japan,Seiko Hashimoto,793864850
Japan,Manabu Horii,754144710
Japan,Tsuneo Horiuchi,770308531
Japan,Antonio Inoki,805904219
Japan,Kunishige Kamamoto,799307380
Japan,Shinobu Kandori,806021429
Japan,Kyokudōzan Kazuyasu,626606789
Japan,Kenshiro Matsunami,804018562
Japan,Kenji Ogiwara,806018964
Japan,Katsuo Okazaki,803824042
Japan,Atsushi Onita,770308464
Japan,Kiyoko Ono,782233500
Japan,The Great Sasuke,769726190
Japan,Masami Tanabu,767876428
Japan,Ryoko Tani,762706551
Japan,Toshirō Tomochika,794095538
Japan,Emily Hatoyama,792544308
Japan,Haruko Hatoyama,717053331
Japan,Yasuko Hatoyama,763969619
Japan,Heisuke Hironaka,798484893
Japan,Takashi Inoguchi,806162542
Japan,Tamayo Marukawa,785403562
Japan,Mayumi Moriyama,787004212
Japan,Masa Nakayama,797841180
Japan,Nariaki Nakayama,756699750
Japan,Taku Otsuka,729756769
Japan,Sakata Tōjūrō IV,723834096
Japan,Tenkoko Sonoda,747952106
Japan,Sanae Takaichi,728907547
Japan,Miho Takeda,740154849
Japan,Makiko Tanaka,771892922
Japan,Naoki Tanaka,788357754
Japan,Taku Yamamoto,755843672
Japan,Kunihiko Hashida,798872736
Japan,Chikahiko Koizumi,740469712
Japan,Fumimaro Konoe,672284154
Japan,Toshikatsu Matsuoka,785099683
Japan,Tadahiro Matsushita,785509765
Japan,Hisayasu Nagata,802654257
Japan,Ichiro Nakagawa,726620155
Japan,Seigō Nakano,784725654
Japan,Soga no Emishi,742209296
Japan,Template:Japan-politician-stub,788665214
Japan,Template:Japan-politician-1980s-stub,794363929
Japan,Template:Japan-activist-stub,793739359
Japan,Template:Japan-diplomat-stub,743245389
Japan,Abe no Hirafu,787320244
Japan,Kan Abe,785642599
Japan,Kohki Abe,800008968
Japan,Shuichi Abe,803439326
Japan,Yasushi Adachi,803398957
Japan,Kiichi Aichi,805071553
Japan,Hideaki Akaiwa,756716825
Japan,Satoshi Akao,795803257
Japan,Katsuhiro Akimoto,742484480
Japan,Masatoshi Akimoto,782255986
Japan,Kanson Arahata,800783596
Japan,Miguel Chijiwa,766997127
Japan,Chinda Sutemi,771023851
Japan,Usaburō Chisaki III,782087278
Japan,Takashi Esaki,785403666
Japan,Yasufumi Fujino,803500124
Japan,Masahiro Futahashi,535446167
Japan,Tetsuzo Fuwa,594545594
Japan,Masakazu Hamachi,437735138
Japan,Keizō Hamada,546498071
Japan,Susumu Hamamura,706233074
Japan,Daijiro Hashimoto,794373881
Japan,Akira Hatano,797308868
Japan,Kimie Hatano,789598583
Japan,Kazuya Hatayama,731438482
Japan,Hatoyama family,723141669
Japan,Kazuo Hatoyama,754513220
Japan,Yukio Hayashida,794446877
Japan,Keiko Higuchi,753497907
Japan,Eisuke Hinode,792517956
Japan,Kizō Hisamoto,735589001
Japan,Terufumi Horiuchi,709650362
Japan,Ryuta Ibaragi,786285308
Japan,Saori Ikeuchi,723972121
Japan,Isamu Sonoyama,793738749
Japan,Kiyoharu Ishiwata,727707402
Japan,Masayoshi Ito,786877057
Japan,Tomo Iwabuchi,782426828
Japan,Ikuo Kabashima,785245922
Japan,Daisaku Kadokawa,706231958
Japan,Koji Kakizawa,782276761
Japan,Kan'ichi Oda,779075455
Japan,Kanda Takahira,723957776
Japan,Michihiko Kano,792931166
Japan,Toshiko Karasawa,779082270
Japan,Katsutoshi Kaneda,706340312
Japan,Kawaji Toshiyoshi,786944075
Japan,Heita Kawakatsu,803352301
Japan,Yoshihiro Kawano,723423000
Japan,Keiichi Inamine,769093340
Japan,Kiuchi Jūshirō,771382116
Japan,Kiyohide Seki,756715635
Japan,Fumiaki Kobayashi (politician),757341812
Japan,Seizō Kobayashi,733872942
Japan,Tadashi Kodaira,771837347
Japan,Koko Kondo,706233282
Japan,Masaharu Kono,804637358
Japan,Noboru Kousaka,792076395
Japan,Tadashi Kuranari,783381190
Japan,Ryōichi Kuroda,800730848
Japan,Yoichi Kuroda,771463460
Japan,Tadashi Maeda (politician),789459690
Japan,Shozo Majima,735821582
Japan,Karen Makishima,756720582
Japan,Kaneyasu Marutani,782722544
Japan,Akira Masaya,781904946
Japan,Masayuki Matsuda,789598710
Japan,Teruaki Masumoto,749362509
Japan,Masataka Matsuura,706242061
Japan,Michiko Fujiwara,801323508
Japan,Yukiharu Miki,796206638
Japan,Minamoto no Mitsuyuki,771447489
Japan,Eikichi Minato,789650070
Japan,Mitsusada Umetani,717416250
Japan,Takeshi Miyamoto,788063773
Japan,Toru Miyamoto (politician),771836989
Japan,Mōri Gorō,722387641
Japan,Nobuteru Mori,790514587
Japan,Tsuneo Mori,724040910
Japan,Masahiro Morioka (politician),723972166
Japan,Nobuko Motomura,740154736
Japan,Nakamura Junkuro,745764503
Japan,Murata Seifū,803521939
Japan,Kunio Nakagaki,790659948
Japan,Gen Nakagawa,725890570
Japan,Atsuo Nakamura,796112493
Japan,Hōdō Nakamura,784358956
Japan,Kazuyoshi Nakanishi,781058549
Japan,Eiichi Nakao,792771500
Japan,Shiroshi Nasu,771894007
Japan,Masami Nishimura,733521939
Japan,Katsuhito Noshi,790855860
Japan,Daizō Nozawa,706233501
Japan,Yasuo Ogata,771902606
Japan,Hiroshi Ogawa (politician),771447770
Japan,Masayoshi Ogawa,796367830
Japan,Masatsune Ogura,706231743
Japan,Hiroo Ōhara,796531384
Japan,Yoshinobu Ohira,805884170
Japan,Bunji Okada,787348399
Japan,Haruo Okada,704596904
Japan,Hideo Ōnishi,790950664
Japan,Hideto Ōnishi,783945427
Japan,Katsumi Ōno,706241823
Japan,Ōta Masahiro,787833549
Japan,Tatsuo Ozawa,798952850
Japan,Rokujō family,798503289
Japan,Kazuko Saito,802933573
Japan,Saitō Takao,750583822
Japan,Kōzō Sasaki,798871217
Japan,Tadashi Shimizu,794200840
Japan,Mikiko Shiroma,757562626
Japan,Eikei Suzuki,783386543
Japan,Keiichi Suzuki (governor of Hiroshima),734883244
Japan,Takashi Suzuki (politician),783532998
Japan,Tadahiko Okada,767794799
Japan,Seiichi Tagawa,781057366
Japan,Chizuko Takahashi,784168700
Japan,Morio Takahashi,769287037
Japan,Sōichirō Takashima,792076699
Japan,Ryosuke Takeda,770914375
Japan,Takeshi Noma,750308917
Japan,Takeshi Onaga,712433279
Japan,Takaaki Tamura (politician),782623474
Japan,Tomoko Tamura,792602791
Japan,Makoto Tanabe,794049614
Japan,Nobuhiro Tanabe,761243798
Japan,Tanaka Fujimaro,785296856
Japan,Shusei Tanaka,788927550
Japan,Tsuneo Tanaka,753415651
Japan,Tsunetoshi Tanaka,792730955
Japan,Makoto Taniguchi,743821592
Japan,Shinji Tarutoko,793152586
Japan,Kotaro Tatsumi,774495601
Japan,Tenta Akaboshi,767300612
Japan,Kisaburo Tokai,773843300
Japan,Tokihiro Nakamura,788537180
Japan,Yoshihiro Tokugawa,745703728
Japan,Akira Tomii,781570788
Japan,Aijiro Tomita,755371378
Japan,Toshibumi Tanaka,798872900
Japan,Yōzō Toyoshima,736253259
Japan,Bungo Tsuda,771836345
Japan,Kiyoto Tsuji,787337055
Japan,Tsunamasa Ōyama,771026173
Japan,Masao Uchibori,772773767
Japan,Uchida Kakichi,782044725
Japan,Shōichi Watanabe (politician),782091646
Japan,Anton Wicky,756716272
Japan,Hiroshi Yamada,788064094
Japan,Sadao Yamahana,771024210
Japan,Hirofumi Yamashita,805832968
Japan,Katsumi Yamauchi,787006012
Japan,Taku Yamazoe,792272549
Japan,Katsuhito Yokokume,796367877
Japan,Yokota family,782058170
Japan,Tadatomo Yoshida,706235531
Japan,Hajime Yoshikawa,793682367
Japan,Yūichirō Chikaraishi,771836152
Japan,Chobin Zukeran,804638176
Japan,Naohiro Amaya,792927729
Japan,Bak Jungyang,792931308
Japan,Usaburō Chisaki II,706235030
Japan,Date Munenari,706242060
Japan,Naohiro Dōgakinai,723674591
Japan,Fujiwara no Yoshikado,771033882
Japan,Genrō,788723618
Japan,Hajime Seki,706242815
Japan,Ichiro Hatta,717720145
Japan,Makoto Hirayama,792931448
Japan,Hiroaki Nagasawa,781567856
Japan,Toshio Irie (bureaucrat),806178297
Japan,Iwakura Tomomi,805792869
Japan,Koriki Jojima,745710024
Japan,Junji Nishime,717644643
Japan,Kabayama Aisuke,802017902
Japan,Katsu Kaishū,706234220
Japan,Kenji Nakanishi,786366814
Japan,Kido Takayoshi,802627505
Japan,Kim Gap-sun,788798049
Japan,Kingo Machimura,779947830
Japan,Komatsu Kiyokado,776437359
Japan,Kozo Igarashi,802969417
Japan,Oguri Kozukenosuke,800897878
Japan,Akiko Kurabayashi,771026471
Japan,Shinichiro Kurimoto,772625844
Japan,Maeda Gen'i,799778786
Japan,Hiroshi Maruyama,774742666
Japan,Matsudaira Norikata,709935445
Japan,Matsudaira Tarō,708214266
Japan,Matsudaira Yoshinaga,706242079
Japan,Shigeyoshi Matsumae,798920935
Japan,Meiji oligarchy,787263146
Japan,Mieno Eiko,751259654
Japan,Mishima Michitsune,800773068
Japan,Masakazu Nakai,786396310
Japan,Nezu Kaichirō,774742615
Japan,Nitobe Inazō,706233042
Japan,Taketora Ogata,721056829
Japan,Ono no Imoko,802736029
Japan,Ikuo Oyama,720958833
Japan,Purge (occupied Japan),787419412
Japan,Shigeru Sahashi,791970043
Japan,Saigō Takamori,804666435
Japan,Kazutoshi Sasayama,788362077
Japan,Masataro Sawayanagi,771023991
Japan,Seiichi Ikehata,759511645
Japan,Setsuo Yokomichi,787207980
Japan,Jirō Shirasu,803352125
Japan,Sugawara no Michizane,788519653
Japan,Tatsuo Takahashi,762042217
Japan,Tokudaiji Sanetsune,798497879
Japan,Torii Tadafumi,774742838
Japan,Tōyama Mitsuru,805187128
Japan,Kōzō Watanabe (Liberal Democratic Party politician),706231609
Japan,Watanabe Kunitake,746269918
Japan,Tadao Watanabe,801422489
Japan,Yamao Yōzō,779839208
Japan,Yoshida Shōin,788988478
Japan,Hirofumi Yoshimura,791092779
Jersey,Sarah Craig Ferguson,742413962
Jersey,Wendy Kinnard,804372746
Jersey,Carolyn Labey,784462137
Jersey,Iris Le Feuvre,797693636
Jersey,Judy Martin (politician),787956513
Jersey,Kristina Moore,787012860
Jersey,Susan Pinel,796170389
Jersey,Shona Pitman,793221391
Jersey,Anne Pryke,793405839
Jersey,Corrie Stein,740998059
Jersey,Tracey Vallois,787956597
Jersey,List of Bailiffs of Jersey,786175308
Jersey,Philip Bailhache,805136113
Jersey,William Bailhache,805499715
Jersey,Michael Birt (barrister),799514955
Jersey,George Carteret,754330569
Jersey,"Henry Carteret, 1st Baron Carteret",790484914
Jersey,"Sir Philip Carteret, 1st Baronet",798244483
Jersey,Philippe de Carteret II,787956265
Jersey,"Sir Philip Carteret, 2nd Baronet",773316732
Jersey,"Alexander Coutanche, Baron Coutanche",796095584
Jersey,Peter Crill,802912550
Jersey,"John Carteret, 2nd Earl Granville",795676915
Jersey,Cecil Stanley Harrison,787956300
Jersey,Frank Ereaut,722988899
Jersey,Robert Pipon Marett,787956364
Jersey,Robert Le Masurier,710503170
Jersey,Jean Poingdestre,795069319
Jersey,Connétable (Jersey and Guernsey),805136001
Jersey,John Le Couteur,725737326
Jersey,Alan Simon Crowcroft,708727221
Jersey,Peter Hanning,802532217
Jersey,Augustus Asplet Le Gros,774568909
Jersey,Leonard Norman,773230341
Jersey,Freddie Cohen,801284949
Jersey,Guy de Faye,737014330
Jersey,Rob Duhamel,724891592
Jersey,Don Filleul,720430005
Jersey,Ian Gorst,805136184
Jersey,Andrew Green (Jersey politician),787955357
Jersey,Terry Le Main,710334019
Jersey,Bryan Ian Le Marquand,787956492
Jersey,Terry Le Sueur,789753704
Jersey,Kevin C. Lewis,789753711
Jersey,Alan J. H. Maclean,787956392
Jersey,Philip Ozouf Jr,708727189
Jersey,Jim Perchard,784849252
Jersey,Sean Power (Jersey),787957954
Jersey,Paul Routier,787955613
Jersey,Patrick J. D. Ryan,805135198
Jersey,Ben Shenton,662927043
Jersey,Stuart Syvret,717962073
Jersey,Mike Vibert,742931478
Jersey,Frank Walker (Jersey politician),800487745
Jersey,Michel Couriard,788467361
Jersey,Geraint Jennings,800659369
Jersey,Darius J. Pearce,790001661
Jersey,Edward Trevor (Jersey),790263418
Jersey,Dean of Jersey,799259332
Jersey,Philippe Langlois,717911161
Jersey,Vernon Tomes,803416400
Jordan,Maha Ali,784051930
Jordan,Toujan al-Faisal,796107345
Jordan,Nadia Hashem,801172575
Jordan,Taghreed Hikmat,773011173
Jordan,Dina Kawar,774161630
Jordan,Ina'am Al-Mufti,790575563
Jordan,Majd Shweikeh,792567273
Jordan,Ibrahim Hashem,797746493
Jordan,Hazza' al-Majali,789596894
Jordan,Wasfi al-Tal,788656317
Jordan,Muhammad Ali Ja'abari,760533730
Jordan,Omar Maani,787969992
Jordan,Ali Suheimat,798038218
Jordan,Tawfik Abu Al-Huda,766558056
Jordan,Ali Abu Al-Ragheb,767396222
Jordan,Abu Sayyaf (Jordan),783675339
Jordan,Amjad Adaileh,745348113
Jordan,Kamel Arekat,708766654
Jordan,Mudar Badran,799792556
Jordan,Marouf al-Bakhit,748112672
Jordan,Alaa Batayneh,746952680
Jordan,Nader Al-Dahabi,760549444
Jordan,Faisal Al-Fayez,795789105
Jordan,Akram al-Homsi,787046159
Jordan,Fakhri Qawar,805712225
Jordan,Awn Al-Khasawneh,800014850
Jordan,Awad Khleifat,721867598
Jordan,Prince Rashed Al-Khuzai,790862483
Jordan,Tawfiq Kreishan,803817290
Jordan,Samih al-Maaytah,795170378
Jordan,Kamel Mahadin,800714278
Jordan,Ahmad Masa'deh,788036635
Jordan,Taher al-Masri,790576035
Jordan,Sa`id Al-Mufti,787533920
Jordan,Fawzi Al-Mulki,717726139
Jordan,Samir Murad,753532080
Jordan,Samir Al-Rifai,766480006
Jordan,Samir Rifai,801038851
Jordan,Zaid Al-Rifai,770482355
Jordan,Rida Pasha al-Rikabi,802444183
Jordan,Ali Khulqi Alsharairi,801427009
Jordan,Laith Shubeilat,709375477
Jordan,Attallah Suheimat,719482904
Jordan,Muhammad Suheimat,797008293
Jordan,Salah Suheimat,778214580
Jordan,Fayez Tarawneh,720201700
Jordan,Zaid ibn Shaker,712783326
Jordan,Ghaleb Zu'bi,750187621
Kazakhstan,Byrganym Aitimova,779370668
Kazakhstan,Zhanar Aitzhanova,798903610
Kazakhstan,Zagipa Baliyeva,798960856
Kazakhstan,Gulzhan Karagusova,801946174
Kazakhstan,Natalya Korzhova,768907975
Kazakhstan,Dariga Nazarbayeva,740703317
Kazakhstan,Sara Nazarbayeva,804670952
Kazakhstan,Oralbay Abdykarimov,805434313
Kazakhstan,Gulshara Abdykhalikova,800661220
Kazakhstan,Daniyal Akhmetov,801257767
Kazakhstan,Rakhat Aliyev,779370456
Kazakhstan,Mukhtar Altynbayev,798588600
Kazakhstan,Bulat Aqchulaqov,773074208
Kazakhstan,Arken Arystanov,721294882
Kazakhstan,Vladimir Bozhko,777980659
Kazakhstan,Kanat Bozumbayev,760257274
Kazakhstan,Anatoly Dernovoi,738544746
Kazakhstan,Yerzhan Dosmukhamedov,799047744
Kazakhstan,Temirkhan Dosmukhanbetov,800663622
Kazakhstan,Talgat Ermegiyaev,779370500
Kazakhstan,Ermukhamet Ertysbayev,759703961
Kazakhstan,Erlan Idrissov,806113253
Kazakhstan,Asset Issekeshev,709333563
Kazakhstan,Zhenis Kassymbek,799940418
Kazakhstan,Kalmukhanbet Kassymov,797341514
Kazakhstan,Kairat Kelimbetov,798439598
Kazakhstan,Yurii Khitrin,720298438
Kazakhstan,Viktor Khrapunov,737633752
Kazakhstan,Mukhtar Kul-Mukhammed,800426126
Kazakhstan,Shalbay Kulmakhanov,803794701
Kazakhstan,Grigori Marchenko,720985552
Kazakhstan,Aslan Musin,709333472
Kazakhstan,Sauat Mynbayev,801771358
Kazakhstan,Nursultan Nazarbayev,720953966
Kazakhstan,Nurbank murder case,714789500
Kazakhstan,Zamanbek Nurkadilov,709339604
Kazakhstan,Sagadat Nurmagambetov,779370383
Kazakhstan,Galym Orazbakov,795008148
Kazakhstan,Igor Rogov,803794730
Kazakhstan,Berdibek Saparbayev,792822865
Kazakhstan,Altynbek Sarsenbayuly,746167592
Kazakhstan,Kanat Saudabayev,787430167
Kazakhstan,Vladimir Shkolnik,717789090
Kazakhstan,Umirzak Shukeyev,795047660
Kazakhstan,Oleg Soskovets,779542211
Kazakhstan,Bakhyt Sultanov,788685633
Kazakhstan,Nurlan Iskakov,795362990
Kazakhstan,Marat Tazhin,789946902
Kazakhstan,Rashid Tusupbekov,789946935
Kazakhstan,Zhanseit Tuymenbayev,779074220
Kazakhstan,Akhmetzhan Yessimov,763858542
Kazakhstan,Adilbek Zhaksybekov,748418228
Kazakhstan,Bolat Zhamishev,727374573
Kazakhstan,Onalsyn Zhumabekov,797506808
Kazakhstan,Bakhytzhan Zhumagulov,789446091
Kazakhstan,Template:Current Kazakh Cabinet,805854969
Kazakhstan,President of Kazakhstan,779542125
Kazakhstan,First Lady of Kazakhstan,737555024
Kazakhstan,List of leaders of Kazakhstan,792024344
Kazakhstan,Baurzhan Abdishev,771435404
Kazakhstan,Musabek Alimbekov,798561903
Kazakhstan,Yerik Asanbayev,789816059
Kazakhstan,Yerzhan Ashikbayev,799792910
Kazakhstan,Bektas Beknazarov,783314926
Kazakhstan,Abish Kekilbayev,797881785
Kazakhstan,Rauan Kenzhekhanuly,804452650
Kazakhstan,Oralbeg Abdu Kerimovic,804983758
Kazakhstan,Vladimir Kozlov (politician),801592383
Kazakhstan,Kuanyshbek Yessekeev,720942642
Kazakhstan,Askar Myrzakhmetov,709333345
Kazakhstan,Rashid Nugmanov,796193664
Kazakhstan,Nygmet Nurmakov,800663985
Kazakhstan,Azat Peruashev,709332979
Kazakhstan,Turar Ryskulov,709447819
Kazakhstan,Marat Aldangorovich Sarsembaev,789815832
Kazakhstan,Amangeldy Shabdarbayev,799559546
Kazakhstan,Adil Shayakhmetov,783316831
Kazakhstan,Dzhambulat Zhakievich Sarsenov,709333730
Kazakhstan,Askar Zhumagaliyev,795977935
Kenya,Fatuma Ibrahim Ali,803199083
Kenya,Agnes Awuor,789816081
Kenya,Sonia Birdi,789815780
Kenya,Peris Chepchumba,715554171
Kenya,Ruth Habwe,803787562
Kenya,Winnie Kaburu,788707018
Kenya,Margaret Kamar,737073261
Kenya,Martha Karua,789815918
Kenya,First Lady of Kenya,801938541
Kenya,Margaret Kenyatta (mayor),792951884
Kenya,Linah Kilimo,748997755
Kenya,Sally Kosgei,689844012
Kenya,Joyce Laboso,789740564
Kenya,Lorna Laboso,789815693
Kenya,Wangari Maathai,788756073
Kenya,Esther Murugi Mathenge,806136719
Kenya,Cecily Mutitu Mbarire,791097522
Kenya,Beth Wambui Mugo,799371261
Kenya,Nyiva Mwendwa,791245298
Kenya,Rebecca Nabutola,797449627
Kenya,Naisula Lesuuda,806037934
Kenya,Dorothy Nditi,801487665
Kenya,Charity Ngilu,802354529
Kenya,Grace Ogot,789814361
Kenya,Raychelle Omamo,801424499
Kenya,Elizabeth Ongoro,789816239
Kenya,Wambui Otieno,801446323
Kenya,Esther Passaris,804351786
Kenya,Naomi Shaban,713351236
Kenya,Alice Muthoni Wahome,728614003
Kenya,Anne Waiguru,769242907
Kenya,Judy Wakhungu,804130858
Kenya,Margaret Wanjiru,797819376
Kenya,Josiah Mwangi Kariuki,799368888
Kenya,Bruce McKenzie,794796636
Kenya,Tom Mboya,798257112
Kenya,George Muchai,800267241
Kenya,G. G. Njuguna Ngengi,799770429
Kenya,Robert Ouko (politician),796886367
Kenya,Pio Gama Pinto,798231185
Kenya,Mugabe Were,798408497
Kenya,Moses Akaranga,794395519
Kenya,Cornel Rasanga Amoth,797867917
Kenya,Benjamin Cheboi,789815742
Kenya,Nderitu Gachagua,804873198
Kenya,William Gitau,724109526
Kenya,Governor of Nandi County,744265558
Kenya,Mwangi wa Iria,781636596
Kenya,Joshua Irungu,798143397
Kenya,Hassan Joho,789814324
Kenya,Moses Kasaine,783433028
Kenya,Bernard Kiala,789816444
Kenya,Kivutha Kibwana,803609950
Kenya,Evans Kidero,756990153
Kenya,Amason Kingi,799892664
Kenya,Kenneth Lusaka,802551438
Kenya,Machakos County Governor,804642718
Kenya,Julius Malombe,798257731
Kenya,Peter Munya,799378249
Kenya,Alfred Mutua,802205703
Kenya,Salim Mvurya,804550847
Kenya,Josphat Nanok,798964195
Kenya,David ole Nkedianye,787462539
Kenya,Sospeter Ojaamong,743935844
Kenya,Wycliffe Oparanya,791924531
Kenya,Jack Ranguma,786800868
Kenya,Isaac Ruto,796552637
Kenya,Issa Timamy,757713770
Kenya,Daniel Waithaka,770433300
Kenya,Wamathai Samuel Githaiga,804076685
Kenya,Ekuru Aukot,785421281
Kenya,Raila Odinga,753705264
Kenya,List of colonial governors and administrators of Kenya,804848031
Kenya,Henry Conway Belfield,789668082
Kenya,Robert Brooke-Popham,778200274
Kenya,Joseph Byrne (British Army officer),805418696
Kenya,Cleophas Lagat,794233789
Kenya,Robert Coryndon,797262615
Kenya,Charles Eliot (diplomat),763336129
Kenya,Percy Girouard,776954627
Kenya,"Edward Grigg, 1st Baron Altrincham",740618153
Kenya,"Evelyn Baring, 1st Baron Howick of Glendale",798986892
Kenya,Frederick John Jackson,800161307
Kenya,Malcolm MacDonald,802968896
Kenya,Philip Euen Mitchell,803644025
Kenya,Henry Monck-Mason Moore,806058920
Kenya,Edward Northey (British Army officer),777142665
Kenya,Patrick Muir Renison,784751827
Kenya,Armigel Wade,737351926
Kenya,Abu Chiaba,684879320
Kenya,Kembi Gitura,799634227
Kenya,Mohamed Yusuf Haji,786677844
Kenya,Mutahi Kagwe,800391945
Kenya,Otieno Kajwang,803983051
Kenya,Charles Keter,803835166
Kenya,Bonny Khalwale,800617522
Kenya,George Khaniri,799431497
Kenya,Mutula Kilonzo,797023837
Kenya,Mohammed Kuti,774341242
Kenya,Wilfred Machage,789741064
Kenya,Gideon Moi,792677652
Kenya,John Munyes,779005443
Kenya,Kiraitu Murungi,793580175
Kenya,David Musila,805056137
Kenya,Johnson Muthama,748128949
Kenya,Julius Muthamia,806219966
Kenya,Peter Anyang' Nyong'o,790487610
Kenya,Daisy Nyongesa,803618918
Kenya,Christopher Obure,771144723
Kenya,Kennedy Mong'are Okong'o,767391755
Kenya,James Orengo,777754835
Kenya,Mike Sonko,793178822
Kenya,Amos Wako,787394815
Kenya,Moses Wetangula,804869854
Kenya,Wesley Korir,799627137
Kenya,Elijah Lagat,728613689
Kenya,John Harun Mwau,728613680
Kenya,Deputy President of Kenya,744085168
Kenya,Moody Awori,791911378
Kenya,Josephat Karanja,805598106
Kenya,Mwai Kibaki,799678665
Kenya,Daniel arap Moi,793012659
Kenya,Musalia Mudavadi,752821559
Kenya,Joseph Murumbi,750076200
Kenya,Kalonzo Musyoka,763532908
Kenya,Jaramogi Oginga Odinga,805250645
Kenya,William Ruto,762839375
Kenya,George Saitoti,775996403
Kenya,Michael Kijana Wamalwa,805919608
Kenya,Template:KenyaVPs,797695325
Kenya,Template:Kenya-politician-stub,777156475
Kenya,Template:Kenya-mayor-stub,790725791
Kenya,Nassir Nuh Abdi,750879737
Kenya,Evans Akula,794139183
Kenya,Mohamed Hussein Ali,795250175
Kenya,John Olago Aluoch,799601046
Kenya,Peter Edick Omondi Anyanga,779004428
Kenya,Pollyins Ochieng Anyango,782479040
Kenya,Adhu Awiti,800231114
Kenya,Abdul Ali Bahari,728613637
Kenya,Peter Njoroge Baiya,728613639
Kenya,Willy Bett,795019096
Kenya,Francis Chachu Ganya,757656174
Kenya,Yusuf Chanzu,802187568
Kenya,Lucas Chepkitony,805598126
Kenya,Davis Chirchir,803752444
Kenya,John Pesa Dache,728613587
Kenya,Abdul Rahim Dawood,784436280
Kenya,Ali Rasso Dido,728613607
Kenya,Aden Duale,728613573
Kenya,Mohamed Ibrahim Elmi,728613577
Kenya,Godhana Dhadho Gaddae,728613691
Kenya,Nelson Gaichuhie,728613603
Kenya,Kinoti Gatobu,765104380
Kenya,James Ondicho Gesami,728613646
Kenya,Joseph Gitari,763137468
Kenya,Peter Njuguna Gitau,801578644
Kenya,Robinson Njeru Githae,804290735
Kenya,Stanley Munga Githunguri,795830729
Kenya,Bonaya Godana,444766243
Kenya,Philip Godana,788279752
Kenya,Nicholas Gumbo,729460400
Kenya,Fred Gumo,787391152
Kenya,Benedict Fodo Gunda,750067436
Kenya,Abdirahman Ali Hassan,795852424
Kenya,Jamleck Irungu Kamau,749545540
Kenya,Benson Mbai Itwiku,749567086
Kenya,Kabando wa Kabando,749402361
Kenya,Jacob Kaimenyi,794522698
Kenya,Boaz Kipchumba Kaino,753688333
Kenya,Ramadhan Seif Kajembe,753708117
Kenya,Philip Kaloki,763036767
Kenya,Asman Kamama,799698202
Kenya,James Maina Kamau,803929204
Kenya,Michael Kamau,763324707
Kenya,Kazungu Kambi,763331150
Kenya,Phyllis Kandie,804892672
Kenya,Francis Ole Kaparo,798174028
Kenya,Fred Kapondi,724671827
Kenya,Godfrey Gitahi Kariuki,780073593
Kenya,Emillio Kathuli,799738885
Kenya,Kennedy Kiliku,775985333
Kenya,Atanas Keya,803800617
Kenya,Alfred Khang'ati,790192516
Kenya,Luka Kigen,741388231
Kenya,Peter Kiilu,777521043
Kenya,Kiema Kilonzo,786577848
Kenya,Charles Kilonzo,798320897
Kenya,Lee Kinyanjui,800229156
Kenya,Jeremiah Ngayu Kioni,779566560
Kenya,Grace Jelagat Kipchoim,623004627
Kenya,Robert Kiptoo Kipkorir,789737266
Kenya,William Kipkorir,791034770
Kenya,Jackson Kiptanui,728613834
Kenya,Kipruto Rono Arap Kirwa,779081993
Kenya,Nzamba Kitonga,802353602
Kenya,Joseph Nganga Kiuna,782551753
Kenya,Mwangi Kiunjuri,799812614
Kenya,Kizito Osore Wangalwa,728613900
Kenya,David Koech,781989047
Kenya,Julius Kipyegon Kones,749497889
Kenya,Felix Koskei,798355131
Kenya,Joshua Kutuny,728613798
Kenya,Kiprono Langat,792353438
Kenya,Nkoidilla Lankas,797565183
Kenya,Philip Leakey,802732809
Kenya,Joseph Lekuton,728613764
Kenya,Raphael Lentimalo,728613907
Kenya,Simon Lesirma,805742653
Kenya,Moses Lessonet,728613912
Kenya,Franklin Linturi,728613774
Kenya,Wilson Litole,800347079
Kenya,Charles Lugano,787390934
Kenya,Gilbert Kabere M'mbijiwe,788318024
Kenya,Sospeter Machage,788478252
Kenya,James Wainaina Macharia,728613980
Kenya,James Omingo Magara,750079661
Kenya,Arthur Magugu,750162565
Kenya,Joseph Oyugi Magwanga,793686074
Kenya,Ephraim Maina,750988119
Kenya,Richard Makenga,753686420
Kenya,Francis Masakhalia,753693393
Kenya,Fred Mbiti Gideon Mati,728613991
Kenya,Kivuti Maxwell,794035759
Kenya,Elias Mbau,763314886
Kenya,Darius Msagha Mbela,728614254
